"farm_id","county","district","species","production","capacity","x","y"
4397,"Luzerne","Fredon","duck","conventional",13179,461374.995028761,4497204.18597695
4398,"Blair","Ho-Ho-Kus","chicken","broiler_1",5434,377421.13594466,4627298.33459258
4399,"Mifflin","Saddle Brook","chicken","broiler_2",1611,391292.874882873,4489665.35696454
4400,"Berks","Taylor","chicken","broiler_2",1379,452081.19966601,4566178.73697736
4401,"Cumberland","Bellmawr","chicken","broiler_2",2132,371669.329889196,4560388.03521836
4402,"Blair","Stillwater","chicken","broiler_1",5130,374974.796210508,4637475.676928
4403,"Lycoming","Hoboken","duck","conventional",12778,398479.065623649,4581725.77965196
4404,"Indiana","Bryn Athyn","chicken","broiler_2",1130,472224.393044508,4693387.68419405
4405,"Lycoming","Lebanon","duck","conventional",13860,415500.732997176,4610424.75377383
4406,"Luzerne","Teaneck","duck","conventional",16180,488386.679905029,4502516.70784431
4407,"Mercer","Metuchen","chicken","broiler_2",1529,346041.877127142,4575581.5873396
4408,"Schuylkill","Dover","duck","conventional",14162,344328.059475868,4558838.60192338
4409,"Luzerne","Pemberton","chicken","broiler_2",1649,466540.626827493,4466177.01012894
4410,"Berks","Irvington","chicken","broiler_1",5473,465301.621190754,4534941.86396242
4411,"Luzerne","Old Bridge","duck","conventional",13888,490327.088461137,4477477.73708285
4412,"Venango","Deptford","chicken","broiler_1",6191,327121.11448823,4580881.51478436
4413,"Indiana","Wales","duck","conventional",14463,479116.842975138,4722975.8780222
4414,"Mercer","Mount Arlington","chicken","broiler_2",2735,357584.010730408,4618338.72905024
4415,"Cumberland","Manchester","chicken","layer",20833,390313.243049579,4524845.96185516
4416,"Indiana","Bryn Athyn","duck","conventional",13031,472454.732062478,4685599.85539039
4417,"Susquehanna","Kingwood","chicken","broiler_2",1641,444617.261002982,4568900.09017386
4418,"Mercer","Lambertville","duck","conventional",16042,351024.920769584,4578403.35975748
4419,"Lancaster","Bloomingdale","duck","conventional",15123,413793.824821773,4713428.36045003
4420,"Mercer","Ogdensburg","duck","conventional",14212,362484.050037577,4574958.43816203
4421,"Blair","Loch Arbour Village","duck","conventional",16513,395323.407314913,4620321.36002827
4422,"Mercer","Mount Arlington","chicken","layer",20201,351034.97300852,4617285.44610247
4423,"Luzerne","Andover","duck","conventional",13209,488508.510984937,4462798.21313689
4424,"Cumberland","Bergenfield","chicken","broiler_1",7288,377297.099266822,4544877.01642245
4425,"Mercer","Mannington","chicken","layer",18536,368243.041417212,4595330.8508174
4426,"Blair","Perth Amboy","duck","organic",1211,381865.23223665,4657424.44285598
4427,"Luzerne","Prospect Park","chicken","broiler_2",1193,469404.758714802,4463580.54525371
4428,"Luzerne","Pine Hill","duck","conventional",13807,473356.453368184,4492382.94570923
4429,"Mercer","Greenville","duck","conventional",14006,377251.931880739,4583293.18351633
4430,"Indiana","Brielle","chicken","broiler_2",2154,456867.688997965,4712433.7960667
4431,"Susquehanna","Kingwood","chicken","broiler_2",1114,451528.927598265,4572915.18436203
4432,"Luzerne","New Milford","duck","conventional",15108,463676.192567357,4489744.92130099
4433,"Mercer","Middle","chicken","broiler_1",6206,363935.853651789,4595728.57566888
4434,"Luzerne","Cedar Grove","chicken","broiler_2",1686,447795.751317932,4465601.40357784
4435,"Allegheny","Colts Neck","duck","conventional",15339,489159.209421193,4669879.22110913
4436,"Lycoming","Haddonfield","chicken","broiler_2",1551,417310.306868793,4605268.32796492
4437,"Fulton","Sparta","duck","conventional",15342,405140.470478483,4616028.7337184
4438,"Luzerne","Douglass","duck","conventional",16010,441425.960979967,4480433.16896218
4439,"Berks","Barnegat Light","chicken","broiler_2",1654,463465.416220891,4565312.05829483
4440,"Allegheny","Orange","chicken","broiler_1",6529,470297.115605884,4658770.45754894
4441,"Berks","Irvington","duck","conventional",13606,465761.404596635,4530102.6762334
4442,"Schuylkill","Kenilworth","duck","conventional",13362,333103.060005453,4542411.56314551
4443,"Venango","Tewksbury","duck","conventional",13187,334916.281350228,4594696.16688483
4444,"Blair","Pompton Lakes","duck","conventional",15696,373040.252028445,4627481.73839078
4445,"Lycoming","Swedesboro","duck","conventional",15229,388272.483413511,4604687.65748978
4446,"Cumberland","Windsor","duck","conventional",14401,382215.371772229,4573787.92349255
4447,"Berks","Irvington","duck","conventional",16720,471224.667521069,4528816.95109921
4448,"Allegheny","Oldmans","duck","organic",762,464563.980656882,4653705.67250831
4449,"Blair","Hopatcong","duck","conventional",13031,393532.034589242,4621531.85222547
4450,"Mifflin","Margate City","chicken","broiler_2",1640,415384.598585549,4489888.68007959
4451,"Allegheny","Mountainside","chicken","layer",18885,476616.985848444,4678337.91118096
4452,"Cumberland","Moonachie","chicken","broiler_2",2527,387501.562223917,4559112.18016269
4453,"Blair","Woodbine","chicken","broiler_1",5766,404606.006891768,4624263.51500424
4454,"Lancaster","Chester","duck","conventional",16563,431045.38705306,4718904.66316311
4455,"Lycoming","Woolwich","duck","organic",899,402386.531298085,4599323.18873949
4456,"Luzerne","Woodstown","duck","conventional",15061,447637.497161199,4472290.73656631
4457,"Susquehanna","Galloway","duck","conventional",15765,441520.676506558,4575743.64167367
4458,"Schuylkill","Frenchtown","duck","conventional",15079,320750.147500705,4564484.1168331
4459,"Lycoming","Haddonfield","chicken","broiler_2",1880,416091.53161698,4605975.97697644
4460,"Lycoming","Marlboro","chicken","layer",18607,408146.09934115,4574155.34923629
4461,"Lycoming","Montclair","duck","conventional",15378,407338.616716789,4590888.91214603
4462,"Venango","Port Republic","duck","conventional",15461,317226.836902274,4589315.40747435
4463,"Schuylkill","Wanaque","duck","organic",968,349328.343663652,4570946.48446028
4464,"Schuylkill","Glassboro","duck","conventional",14733,317542.986879129,4554396.75485698
4465,"Susquehanna","Cape May Point","duck","conventional",17959,454424.643876278,4629042.90854589
4466,"Lycoming","Maple Shade","duck","conventional",14156,415750.735707459,4593780.21413286
4467,"Cumberland","Moonachie","duck","conventional",15272,385242.523659741,4559699.72361586
4468,"Luzerne","Merchantville","duck","conventional",16874,489782.352604731,4472285.35883899
4469,"Indiana","Collingswood","duck","conventional",15819,472957.204459877,4717007.82046461
4470,"Indiana","Lawrence","chicken","broiler_1",5758,470935.953824403,4727751.56760839
4471,"Venango","Port Republic","chicken","broiler_2",2831,322715.815823749,4591535.78147266
4472,"Susquehanna","Cranford","duck","conventional",14102,450561.444286989,4631083.77164703
4473,"Susquehanna","Unionville","chicken","layer",20051,454515.75155968,4610839.69606734
4474,"Schuylkill","Frenchtown","duck","conventional",14935,322761.321858052,4567452.64067233
4475,"Lycoming","Hoboken","chicken","broiler_2",1956,394043.991745038,4583330.02198572
4476,"Mifflin","Roosevelt","duck","conventional",16895,401903.76814355,4485331.49270042
4477,"Indiana","Ewing","chicken","broiler_1",5286,455689.544666462,4735922.32701419
4478,"Mifflin","Chesterfield","duck","conventional",15756,405750.832924611,4498382.20020134
4479,"Cumberland","Windsor","chicken","broiler_1",4830,382735.774226658,4575094.4266372
4480,"Lycoming","Haddonfield","chicken","broiler_1",5773,414404.37639162,4601796.98113551
4481,"Luzerne","Cedar Grove","duck","conventional",15840,449880.080320324,4458480.29330359
4482,"Schuylkill","Independence","duck","conventional",14850,342463.539132873,4554001.66684476
4483,"Mercer","Dunellen","chicken","broiler_1",5581,369211.390101432,4577075.56027507
4484,"Indiana","Stafford","chicken","broiler_1",3890,504825.637308789,4719542.7783661
4485,"Mifflin","Hillside","chicken","broiler_2",1097,424359.108298171,4482024.44956077
4486,"Cumberland","Bound Brook","duck","conventional",15184,379561.427248639,4526716.18975475
4487,"Luzerne","Tullytown","chicken","broiler_1",4021,456080.67265992,4470748.32180754
4488,"Indiana","Ewing","chicken","broiler_1",5314,458597.128485705,4732374.41885493
4489,"Allegheny","Marlborough","duck","organic",868,470401.398793689,4656104.4352113
4490,"Mercer","Lopatcong","chicken","layer",18511,358923.57527051,4601783.76082654
4491,"Blair","Hatboro","chicken","broiler_2",1175,378029.079740592,4648247.07400125
4492,"Venango","Ambler","duck","conventional",17185,302271.655856518,4610853.19894987
4493,"Susquehanna","Flemington","chicken","broiler_1",5108,451878.201634578,4585004.60710828
4494,"Mercer","Bass River","chicken","layer",22239,382845.850650224,4584256.51977154
4495,"Mifflin","Piscataway","chicken","broiler_2",2208,382952.866629594,4512939.09756735
4496,"Cumberland","Hackensack","duck","conventional",13686,381123.698870322,4540492.48754833
4497,"Mercer","Dunellen","chicken","broiler_1",6398,368488.087867623,4573722.13371264
4498,"Susquehanna","Wrightstown","chicken","broiler_2",1333,460985.670333787,4621209.5613538
4499,"Indiana","Collingswood","chicken","broiler_2",2209,473193.669349354,4714723.90474627
4500,"Mercer","Chalfont","chicken","broiler_2",1164,341844.70279917,4583912.50635556
4501,"Mercer","Monmouth Beach","chicken","broiler_2",1643,371175.122847797,4612130.40850675
4502,"Mercer","Chalfont","chicken","broiler_2",1425,332960.255309665,4583464.03172364
4503,"Lycoming","Lindenwold","duck","conventional",15717,382825.03994701,4602562.93449549
4504,"Allegheny","Manville","duck","organic",1094,468606.990056991,4660330.67296894
4505,"Schuylkill","Neptune","duck","conventional",15556,348247.524681346,4538370.31821443
4506,"Luzerne","Hardyston","duck","conventional",17980,484948.731414503,4507459.32771259
4507,"Luzerne","Old Bridge","duck","conventional",14768,500557.716694298,4478399.03372523
4508,"Indiana","Wales","chicken","layer",19802,487129.219896557,4731557.07542796
4509,"Berks","Rutherford","duck","organic",897,463756.136999476,4542659.57553468
4510,"Lycoming","Marlboro","duck","conventional",15777,410882.851704485,4576292.46281218
4511,"Mercer","Mannington","duck","conventional",17324,368515.695334004,4597051.70678391
4512,"Schuylkill","Hamburg","chicken","broiler_1",4366,339940.014103291,4532392.79575384
4513,"Indiana","Lafayette","duck","conventional",14223,473745.090322206,4696465.91659754
4514,"Lycoming","Lindenwold","chicken","layer",17951,376588.802488229,4605591.96227378
4515,"Berks","Irvington","chicken","layer",19904,469352.1638241,4539258.40534661
4516,"Luzerne","Old Bridge","chicken","broiler_1",6056,495414.103576289,4470905.48265805
4517,"Venango","Eatontown","chicken","broiler_2",1580,311496.911210612,4600850.27622047
4518,"Schuylkill","Victory Gardens","duck","conventional",16933,318014.88727595,4574984.22653336
4519,"Lycoming","Swedesboro","duck","conventional",13861,390831.867467691,4604506.60689253
4520,"Berks","Warwick","duck","conventional",16417,471145.296584429,4518599.93420105
4521,"Lancaster","Union Beach","duck","organic",390,436529.670766996,4697093.22109575
4522,"Mercer","Bass River","duck","conventional",16037,383391.502992022,4585615.17765331
4523,"Lancaster","Westville","duck","conventional",16498,443167.782378144,4729081.33086386
4524,"Susquehanna","Knowlton","duck","conventional",16348,462870.555176543,4627594.17916615
4525,"Mercer","Dunellen","duck","organic",820,358723.49605062,4571955.30820416
4526,"Mercer","Metuchen","duck","organic",1110,343498.286882721,4578344.68558163
4527,"Schuylkill","Potter","chicken","broiler_1",5440,340096.547173822,4540549.29620407
4528,"Schuylkill","Woodlynne","duck","conventional",13009,355197.992819754,4561434.75492553
4529,"Susquehanna","Frelinghuysen","duck","conventional",13920,440243.125569113,4599353.80017853
4530,"Susquehanna","Newark","chicken","broiler_2",1372,434299.829349063,4611308.18973118
4531,"Berks","Woodbridge","chicken","broiler_2",2251,448998.18510577,4561870.22143348
4532,"Schuylkill","Worth","chicken","broiler_2",887,306649.085868157,4554219.19117152
4533,"Venango","Ambler","chicken","broiler_2",1154,306707.195013292,4608866.91254184
4534,"Indiana","Jackson","chicken","broiler_2",792,468287.932624414,4699944.99010652
4535,"Mercer","Deerfield","duck","organic",259,361849.961581986,4610455.19880885
4536,"Allegheny","Farmingdale","duck","organic",590,493355.627344443,4683404.32100225
4537,"Susquehanna","Beach Haven","chicken","broiler_2",2376,452448.67961537,4618951.30788095
4538,"Cumberland","Ringwood","chicken","broiler_2",1503,365320.96973199,4527006.55970962
4539,"Lancaster","Florence","duck","organic",1177,396201.987836906,4708068.66287479
4540,"Schuylkill","Wanaque","chicken","broiler_2",1518,349344.123489325,4570631.16760956
4541,"Luzerne","Roselle Park","duck","conventional",15508,478497.164439981,4467553.89020285
4542,"Luzerne","Tullytown","duck","conventional",14813,452911.48085268,4472862.2035347
4543,"Lancaster","Matawan","duck","conventional",15961,440194.522763307,4719218.14609838
4544,"Cumberland","Alexandria","duck","conventional",16398,363225.165801413,4564785.96388986
4545,"Lancaster","High Bridge","duck","conventional",15308,412256.891606415,4718159.56145104
4546,"Luzerne","Roselle Park","chicken","broiler_2",1503,479664.598988654,4473411.95084449
4547,"Lancaster","Raritan","chicken","broiler_1",5934,423265.96918091,4696536.58845996
4548,"Indiana","Wharton","duck","organic",938,469403.99685881,4689373.05864561
4549,"Lycoming","Marlboro","duck","organic",1112,405540.127709788,4573829.22258397
4550,"Blair","Stillwater","duck","conventional",15488,382397.836435733,4636043.91012648
4551,"Schuylkill","Fanwood","duck","conventional",15762,335604.587008145,4549969.87887569
4552,"Susquehanna","Green","chicken","broiler_2",1649,456295.053645718,4614119.84752523
4553,"Luzerne","New Milford","duck","conventional",16087,460436.053803154,4485989.41368104
4554,"Lycoming","Haddonfield","duck","conventional",15599,409691.119875124,4606173.29771909
4555,"Cumberland","Alexandria","chicken","broiler_2",1414,366780.21221938,4562169.00067205
4556,"Mifflin","Elmwood Park","chicken","broiler_2",1364,396995.573259013,4492557.7195701
4557,"Indiana","Jackson","duck","conventional",15041,469390.651315523,4701146.25813018
4558,"Indiana","Bridgewater","chicken","broiler_2",1509,506559.277831335,4711196.91558684
4559,"Allegheny","Colts Neck","chicken","broiler_2",1553,493745.16865227,4672637.57242586
4560,"Susquehanna","Shamong","chicken","broiler_1",4247,462878.732275428,4630234.53813248
4561,"Schuylkill","Linden","chicken","broiler_1",5062,303708.727181076,4575981.39509159
4562,"Indiana","Greenwich","duck","organic",901,457550.448510785,4718858.88362266
4563,"Venango","New Brunswick","chicken","broiler_2",968,325768.454579977,4614210.57772781
4564,"Venango","Clark","duck","conventional",17273,328184.415477101,4589515.52845886
4565,"Susquehanna","Keansburg","chicken","broiler_2",2142,454695.570398822,4605866.32598788
4566,"Berks","Warren","chicken","broiler_1",4648,466839.25602261,4576487.02922502
4567,"Venango","Woodland Park","chicken","broiler_1",4537,304832.290370938,4589455.36540479
4568,"Blair","Woodbury","duck","organic",381,371242.613370195,4639708.48094697
4569,"Luzerne","Haworth","chicken","broiler_2",1186,480998.508589939,4484975.91565403
4570,"Allegheny","Marlborough","duck","organic",789,470762.733338934,4646874.57143237
4571,"Schuylkill","Hillsborough","duck","conventional",15749,362305.373186132,4553752.50263401
4572,"Susquehanna","Mount Holly","duck","conventional",17083,430894.92456715,4578574.27343223
4573,"Susquehanna","Sea Girt","duck","conventional",15455,454140.675916539,4590763.97557713
4574,"Lancaster","Maplewood","duck","conventional",14199,457614.396637285,4704868.7516125
4575,"Cumberland","Interlaken","chicken","broiler_1",5746,386706.86510355,4577703.3380047
4576,"Indiana","Lawrence","chicken","broiler_1",4686,470342.171105896,4727316.94357142
4577,"Venango","Eatontown","duck","organic",826,314267.713870854,4599311.09778218
4578,"Lancaster","Florence","duck","conventional",15314,389156.726052941,4706822.91072007
4579,"Lycoming","Woolwich","chicken","broiler_2",2250,401316.53875448,4599340.52912761
4580,"Venango","Plainsboro","chicken","broiler_2",1532,309429.978521185,4588332.13681613
4581,"Lycoming","Lebanon","chicken","broiler_2",780,409854.627188842,4614045.61581861
4582,"Susquehanna","Kingwood","duck","conventional",15479,442668.143691556,4571603.40703859
4583,"Luzerne","Hardyston","chicken","broiler_2",1502,472470.816056399,4509013.37719125
4584,"Lancaster","Riegelsville","chicken","broiler_1",7163,405596.355586522,4700635.21571011
4585,"Allegheny","Peapack-Gladstone","chicken","broiler_1",4124,485669.519529743,4678914.39447571
4586,"Lancaster","Norriton","chicken","broiler_2",1951,439783.933653233,4705309.887405
4587,"Lycoming","Tavistock","chicken","broiler_2",746,401433.009885397,4584122.02535228
4588,"Schuylkill","Neptune","duck","conventional",12695,347658.007182072,4537634.21049424
4589,"Indiana","Jackson","chicken","broiler_2",2342,469463.588673497,4699278.32363014
4590,"Blair","Butler","duck","conventional",16872,386678.163385042,4624964.96321243
4591,"Lycoming","Marlboro","chicken","broiler_2",984,404049.862675013,4582264.94575053
4592,"Indiana","Palisades Park","chicken","broiler_2",1449,453625.06464164,4722043.39536361
4593,"Berks","Jersey City","duck","conventional",17198,466439.958584147,4540687.22132909
4594,"Mercer","Harrington Park","chicken","broiler_1",4357,343531.71679404,4597628.11107987
4595,"Susquehanna","Kingwood","chicken","broiler_1",5864,453162.368538977,4574753.953941
4596,"Luzerne","Old Bridge","duck","conventional",16422,497508.206944737,4472929.55002597
4597,"Susquehanna","Sea Girt","duck","conventional",16695,459163.513414796,4586482.98694959
4598,"Venango","Hamilton","chicken","broiler_2",1021,324527.60290092,4591707.5289027
4599,"Susquehanna","Kingwood","duck","conventional",16341,446209.348019543,4568985.88105773
4600,"Susquehanna","Surf City","duck","conventional",14964,475295.258425383,4621967.33722148
4601,"Susquehanna","Sea Girt","chicken","broiler_1",4650,452063.100373345,4583424.13522902
4602,"Lancaster","Alloways Creek","duck","conventional",15061,444043.602126429,4695827.18581757
4603,"Berks","Rutherford","chicken","layer",20646,458695.24924418,4545205.0389901
4604,"Mercer","Benner","duck","conventional",16987,348392.785164456,4591940.03398205
4605,"Schuylkill","Neptune","chicken","broiler_2",1252,347311.959484469,4534739.30546742
4606,"Lycoming","Readington","chicken","broiler_2",1826,396013.846472732,4594803.55959692
4607,"Blair","Woodbury","duck","conventional",13636,364162.795305705,4639412.08977592
4608,"Allegheny","Manville","duck","conventional",15369,466697.303312757,4662158.89383473
4609,"Venango","Cinnaminson","duck","conventional",12831,311069.401290533,4595577.1682865
4610,"Cumberland","Ferguson","chicken","broiler_2",1438,368957.906075914,4548514.65104589
4611,"Venango","Moreland","duck","conventional",13708,322053.129248806,4618966.13458786
4612,"Luzerne","Paulsboro","duck","conventional",16086,443801.407324333,4489509.56875174
4613,"Indiana","Wharton","chicken","broiler_2",2182,468007.968309974,4689546.27633339
4614,"Venango","Eastampton","chicken","broiler_2",1014,299977.349501038,4599621.39740289
4615,"Luzerne","Pine Hill","chicken","broiler_2",2045,479405.441742756,4491904.09910037
4616,"Indiana","Morristown","duck","conventional",15629,464292.1979039,4716160.04970638
4617,"Luzerne","Morrisville","duck","organic",437,470712.333118804,4510632.36173907
4618,"Luzerne","Tullytown","duck","conventional",15141,451555.95460777,4473882.11265849
4619,"Blair","Hopatcong","duck","conventional",15666,394042.022149423,4611068.55587282
4620,"Mercer","Mannington","chicken","broiler_2",1596,368655.488727435,4594662.00239307
4621,"Lycoming","Berkeley Heights","duck","conventional",14894,425140.803498555,4588778.6563565
4622,"Fulton","Sparta","chicken","broiler_1",4064,410460.160306129,4620376.10705259
4623,"Luzerne","Fieldsboro","chicken","broiler_2",1733,454994.951031131,4480144.99302639
4624,"Blair","Woodbury Heights","chicken","broiler_2",1656,388749.740961074,4654908.78867339
4625,"Venango","Hamilton","chicken","broiler_2",2202,321567.234404714,4595705.03875131
4626,"Luzerne","Morrisville","chicken","broiler_2",1422,470208.267129418,4506200.57196844
4627,"Susquehanna","Unionville","duck","organic",760,449802.588645788,4612313.11950457
4628,"Mercer","Harrington Park","chicken","broiler_1",6885,351100.031926907,4594683.37330657
4629,"Lycoming","Lebanon","duck","organic",1014,407840.994798291,4611203.86151036
4630,"Luzerne","Douglass","chicken","broiler_1",4289,434283.229002851,4481370.67943184
4631,"Luzerne","Haworth","duck","conventional",15485,482747.456735099,4478160.21743983
4632,"Venango","Maurice River","duck","conventional",16264,336518.659592877,4609618.00831797
4633,"Venango","Laurel Springs","chicken","broiler_1",4673,333104.553042776,4601348.48498973
4634,"Lycoming","Maple Shade","chicken","broiler_1",4210,415978.660751018,4590104.15223379
4635,"Venango","Ridgewood Village","chicken","broiler_2",1360,329611.44056046,4622380.60692055
4636,"Cumberland","Shrewsbury","duck","conventional",16221,385755.113558396,4533766.78828017
4637,"Cumberland","Spring Lake","chicken","broiler_1",5546,383626.923897547,4516207.81850513
4638,"Venango","Deptford","chicken","broiler_2",1477,329462.607144861,4579230.34717436
4639,"Mercer","Weehawken","chicken","broiler_1",4788,346806.590443659,4603093.486828
4640,"Lancaster","Mount Ephraim","chicken","layer",18224,423005.044003419,4701031.93464452
4641,"Mercer","Mount Arlington","duck","organic",822,355195.234165788,4617762.2923683
4642,"Susquehanna","Lumberton","chicken","broiler_1",4818,441179.482036398,4591483.96680663
4643,"Luzerne","Pine Hill","chicken","broiler_2",2487,478548.871507721,4493960.12584753
4644,"Mifflin","Sussex","duck","conventional",18090,425406.915118267,4489906.6336596
4645,"Allegheny","Oldmans","duck","conventional",16235,465812.76996517,4655304.4456642
4646,"Fulton","Mine Hill","duck","organic",1033,422949.35232185,4619427.09510672
4647,"Allegheny","Lacey","duck","organic",1024,474216.594902137,4669456.88446712
4648,"Cumberland","Bridgeton","duck","organic",918,397071.545884508,4570849.95445018
4649,"Venango","Eastampton","duck","conventional",15559,298437.508523269,4600943.5896085
4650,"Schuylkill","Wanaque","duck","organic",937,343738.159048519,4572227.51762337
4651,"Venango","Red Bank","duck","conventional",14093,337642.723490091,4620961.72355496
4652,"Lycoming","Monroe","duck","conventional",16306,398943.482142285,4604520.98322457
4653,"Mercer","Delanco","duck","conventional",14964,359256.290682799,4588583.44640568
4654,"Cumberland","Camden","chicken","broiler_2",2206,388071.815439793,4543007.69349466
4655,"Luzerne","Fredon","duck","conventional",13335,480692.624594055,4499403.14969337
4656,"Cumberland","Ferguson","duck","conventional",15803,361806.625871155,4543132.09904605
4657,"Mercer","Walker","duck","conventional",13053,359234.513629384,4592441.78282328
4658,"Indiana","Sandyston","chicken","broiler_2",918,476441.68122975,4729717.92522348
4659,"Lycoming","Avalon","chicken","broiler_1",4908,427951.915343938,4579963.61332897
4660,"Lycoming","Island Heights","duck","conventional",13570,422229.392569202,4588687.45442798
4661,"Berks","Middlesex","duck","conventional",13667,474994.234893629,4522614.21661249
4662,"Mercer","Middle","chicken","broiler_2",1393,364176.190943483,4594068.08535885
4663,"Mercer","Metuchen","duck","conventional",13374,343015.712034952,4578283.72296033
4664,"Luzerne","Pine Hill","duck","conventional",14421,474872.278973017,4489913.94502459
4665,"Indiana","Ewing","chicken","broiler_1",6705,455748.351195437,4734849.04491958
4666,"Cumberland","Manchester","duck","conventional",17011,386832.833278622,4526124.11772291
4667,"Mercer","Atlantic City","chicken","broiler_1",6517,350758.573120512,4619954.23605066
4668,"Schuylkill","Kenilworth","duck","organic",417,329448.129009017,4550063.02765329
4669,"Lancaster","Riegelsville","chicken","broiler_1",5098,407186.89392054,4700566.67484285
4670,"Cumberland","Spring Lake","chicken","broiler_1",6416,382235.503212039,4516710.50972505
4671,"Lancaster","Brunswick","duck","conventional",13785,426293.283025262,4714662.63598103
4672,"Schuylkill","State College","duck","conventional",16864,338879.422261603,4568216.58261149
4673,"Susquehanna","Beach Haven","chicken","broiler_2",722,452702.351466216,4622063.56411312
4674,"Venango","Kinnelon","chicken","broiler_2",1693,307880.354473117,4613617.89616774
4675,"Lycoming","Tavistock","chicken","broiler_2",1425,396832.544863947,4590622.44409374
4676,"Cumberland","Magnolia","chicken","broiler_1",4150,380992.544171024,4557119.62817419
4677,"Lancaster","Florence","chicken","broiler_2",1374,393822.920352037,4706992.20320482
4678,"Luzerne","Fredon","chicken","broiler_1",5265,479287.846679939,4503157.48584351
4679,"Venango","Ambler","chicken","broiler_1",4176,303729.31134075,4608846.12398759
4680,"Cumberland","Avon-by-the-Sea","chicken","broiler_2",2277,368775.038456238,4555773.36943848
4681,"Mercer","Dunellen","duck","conventional",14654,360758.775987458,4569098.83261967
4682,"Cumberland","Alexandria","duck","conventional",14069,363514.986552834,4564005.47441141
4683,"Luzerne","Hardyston","duck","organic",612,478775.355076147,4513598.69230765
4684,"Schuylkill","Linden","chicken","broiler_1",4560,308767.055043618,4569217.95865638
4685,"Mercer","Egg Harbor City","chicken","broiler_2",1819,359406.841879208,4591598.28877124
4686,"Susquehanna","Palmyra","chicken","broiler_2",2503,423171.675553319,4598912.40021635
4687,"Lancaster","High Bridge","duck","organic",275,413309.152072676,4725223.1888367
4688,"Luzerne","Douglass","duck","organic",1245,433776.775065101,4487017.55423216
4689,"Indiana","Huston","chicken","broiler_2",1531,495153.692325502,4707848.77845849
4690,"Susquehanna","Beach Haven","duck","conventional",15454,456179.500087418,4623112.83742417
4691,"Blair","Pottsgrove","duck","conventional",17216,383503.887429222,4616694.12353384
4692,"Venango","Eatontown","chicken","broiler_1",4737,318859.089001556,4600430.89093699
4693,"Cumberland","Avon-by-the-Sea","duck","organic",911,365709.944831099,4554938.36016918
4694,"Luzerne","Fredon","chicken","broiler_2",1772,476734.966778414,4498744.5957607
4695,"Schuylkill","Wanaque","chicken","broiler_2",1493,344297.665302848,4567211.62775234
4696,"Indiana","Wales","duck","conventional",12633,483362.814040512,4727335.51081203
4697,"Mifflin","Springfield","chicken","broiler_2",1375,384409.790164712,4505036.74654591
4698,"Luzerne","Haworth","duck","conventional",16104,468498.191791578,4480658.52307216
4699,"Lycoming","Haddonfield","chicken","broiler_2",2004,420914.725744768,4604261.43195309
4700,"Lycoming","Readington","duck","conventional",15857,399061.041418772,4594638.62728775
4701,"Mercer","Metuchen","duck","conventional",16322,342531.427431268,4575193.53539603
4702,"Lancaster","Norriton","chicken","layer",17191,442955.873218384,4704560.94272551
4703,"Schuylkill","Blairstown","duck","conventional",16103,314651.762323878,4561864.42400897
4704,"Indiana","Neptune City","chicken","broiler_1",5338,451074.934140069,4720836.01621314
4705,"Luzerne","Tinton Falls","duck","organic",742,456719.863424849,4479181.36795634
4706,"Lycoming","Island Heights","duck","conventional",16540,421022.303533106,4590539.68921173
4707,"Venango","Plainsboro","duck","organic",1121,305737.395855728,4583897.25343096
4708,"Luzerne","Dennis","chicken","broiler_2",2255,484728.715863519,4467574.04782241
4709,"Venango","Montville","duck","conventional",14791,319418.411763087,4610063.55896564
4710,"Schuylkill","Linden","chicken","broiler_2",1316,307604.309322297,4573233.84946769
4711,"Indiana","Allentown","duck","conventional",14490,500685.746677183,4708332.73992815
4712,"Berks","Irvington","duck","conventional",14799,473341.200657104,4530948.81844832
4713,"Cumberland","Ferguson","duck","organic",1117,360491.746178642,4543570.83376176
4714,"Cumberland","Highlands","duck","conventional",14978,365417.515883401,4531744.78383412
4715,"Indiana","Stockton","chicken","broiler_2",1213,483357.360083108,4697720.51369735
4716,"Luzerne","Hardyston","duck","conventional",13841,488122.943790149,4512937.58724783
4717,"Mercer","Clinton","chicken","broiler_1",5033,367323.406403072,4582329.40004252
4718,"Indiana","Greenwich","chicken","broiler_2",1730,460860.296317533,4717523.59629255
4719,"Mercer","Lambertville","chicken","broiler_1",4852,356213.995035508,4576098.24862003
4720,"Blair","Pompton Lakes","duck","conventional",15685,366825.260723833,4622556.42577984
4721,"Cumberland","Pequannock","duck","conventional",17917,376482.537505701,4535198.32248919
4722,"Indiana","Wales","duck","conventional",15510,482368.474946854,4723575.35953375
4723,"Susquehanna","Newark","duck","organic",689,432759.437307568,4613041.86308673
4724,"Indiana","Milford","duck","conventional",17111,455533.191799368,4730457.53256135
4725,"Venango","Port Republic","chicken","broiler_2",1921,316035.501822878,4582334.45458732
4726,"Schuylkill","Allendale","chicken","layer",17495,361247.385705878,4563553.8327992
4727,"Blair","Hopewell","duck","conventional",16200,386170.558497513,4667297.15056547
4728,"Mercer","Lopatcong","duck","conventional",16728,361792.353952958,4604828.89487625
4729,"Indiana","Paterson","duck","conventional",14789,478039.761929169,4694334.21950538
4730,"Schuylkill","Frenchtown","duck","conventional",15583,323499.948819224,4558105.01949613
4731,"Allegheny","Marlborough","duck","conventional",15381,466156.44618634,4651551.55602181
