"farm_id","date_start","date_end","volume"
4026,2025-10-11,2025-11-07,1476
4026,2025-11-30,2025-12-31,1464
4027,2025-08-02,2025-09-26,15077
4027,2025-10-22,2025-12-15,14912
4027,2026-01-08,,15150
4028,2025-09-03,2025-09-30,1460
4028,2025-10-22,2025-11-18,1477
4028,2025-12-10,2026-01-10,1446
4029,2025-08-16,2025-10-07,14796
4029,2025-10-30,2025-12-28,15555
4030,2024-08-26,2025-09-29,18082
4030,2025-10-25,,17576
4031,2025-08-24,2025-09-20,648
4031,2025-10-12,2025-11-08,642
4031,2025-11-30,2025-12-31,643
4032,2025-09-06,2025-10-03,1501
4032,2025-10-26,2025-11-22,1525
4032,2025-12-14,,1491
4033,2025-07-18,2025-09-05,14766
4033,2025-10-02,2025-11-26,14614
4033,2025-12-20,,14828
4034,2025-09-07,2025-10-30,14850
4034,2025-11-22,,14155
4035,2025-08-08,2025-09-28,13681
4035,2025-10-20,2025-12-08,13137
4035,2026-01-06,,13022
4036,2025-08-08,2025-09-04,2428
4036,2025-09-28,2025-10-25,2420
4036,2025-11-16,2025-12-13,2446
4036,2025-12-14,2025-12-14,
4037,2025-07-19,2025-09-11,15148
4037,2025-10-03,2025-11-25,15195
4037,2025-12-21,,15272
4038,2025-09-09,2025-10-30,15330
4038,2025-11-23,,15897
4039,2025-08-10,2025-09-06,1835
4039,2025-09-29,2025-10-26,1827
4039,2025-11-17,2025-12-15,1852
4040,2025-07-17,2025-09-05,14420
4040,2025-09-30,2025-11-22,14434
4040,2025-12-18,,13961
4041,2025-08-04,2025-09-22,15652
4041,2025-10-14,2025-12-06,15050
4041,2026-01-02,,15650
4042,2025-07-31,2025-09-23,15045
4042,2025-10-17,2025-12-10,14959
4042,2026-01-06,,14410
4043,2025-08-12,2025-09-08,1328
4043,2025-09-30,2025-10-27,1330
4043,2025-11-18,2025-12-16,1331
4044,2025-08-07,2025-09-03,751
4044,2025-09-28,2025-10-25,736
4044,2025-11-16,2025-12-13,738
4044,2025-12-14,2025-12-14,
4045,2025-08-15,2025-09-11,1509
4045,2025-10-03,2025-10-30,1542
4045,2025-11-22,2025-12-20,1552
4046,2025-08-20,2025-10-07,15925
4046,2025-10-30,2025-12-21,16122
4047,2025-08-27,2025-09-23,579
4047,2025-10-15,2025-11-11,571
4047,2025-12-03,2026-01-03,582
4048,2025-06-19,2025-08-31,756
4048,2025-09-22,2025-12-05,778
4048,2025-12-30,,744
4049,2025-08-29,2025-10-23,14556
4049,2025-11-16,2026-01-09,14495
4050,2025-09-05,2025-10-02,1291
4050,2025-10-25,2025-11-21,1308
4050,2025-12-13,,1301
4051,2025-08-19,2025-10-06,16234
4051,2025-10-28,2025-12-20,15866
4052,2025-09-14,2025-11-04,14749
4052,2025-11-27,,14662
4053,2025-09-01,2025-10-24,16321
4053,2025-11-15,2026-01-12,16008
4054,2025-08-23,2025-09-19,2222
4054,2025-10-11,2025-11-07,2186
4054,2025-11-29,2025-12-30,2147
4055,2025-08-13,2025-10-01,12909
4055,2025-10-27,2025-12-17,12555
4055,2026-01-12,,12765
4056,2025-08-26,2025-10-19,15124
4056,2025-11-10,2026-01-08,15206
4058,2025-09-02,2025-11-10,1028
4058,2025-12-02,,1042
4059,2025-08-06,2025-09-23,12016
4059,2025-10-17,2025-12-05,11986
4059,2025-12-30,,11976
4060,2025-09-06,2025-09-26,4624
4060,2025-11-01,2025-11-21,4454
4060,2026-01-02,,4623
4061,2025-09-02,2025-09-29,1229
4061,2025-10-21,2025-11-17,1221
4061,2025-12-09,2026-01-09,1220
4062,2025-09-06,2025-10-03,1184
4062,2025-10-26,2025-11-22,1225
4062,2025-12-15,,1198
4063,2025-08-24,2025-09-20,982
4063,2025-10-12,2025-11-08,1006
4063,2025-12-01,2026-01-01,1012
4064,2025-08-02,2025-09-22,16631
4064,2025-10-16,2025-12-08,16645
4064,2026-01-03,,16476
4065,2025-09-22,2025-12-07,695
4065,2026-01-01,,682
4066,2025-08-13,2025-09-09,659
4066,2025-10-08,2025-11-04,651
4066,2025-11-26,2025-12-27,658
4067,2025-08-28,2025-09-24,1644
4067,2025-10-16,2025-11-12,1675
4067,2025-12-04,2026-01-04,1653
4068,2025-09-18,2025-10-15,931
4068,2025-11-06,2025-12-03,914
4068,2025-12-28,,916
4069,2025-07-30,2025-09-21,13114
4069,2025-10-16,2025-12-03,13534
4069,2025-12-29,,12974
4070,2025-08-21,2025-09-17,786
4070,2025-10-10,2025-11-06,798
4070,2025-11-28,2025-12-29,817
4071,2025-09-10,2025-10-07,1346
4071,2025-10-30,2025-11-26,1349
4071,2025-12-20,,1342
4072,2025-07-22,2025-09-12,17099
4072,2025-10-04,2025-11-25,16999
4072,2025-12-18,,17181
4073,2025-08-15,2025-09-11,1407
4073,2025-10-04,2025-10-31,1394
4073,2025-11-23,2025-12-21,1396
4074,2025-08-27,2025-10-14,15636
4074,2025-11-06,2026-01-01,15108
4075,2025-09-16,2025-10-13,1946
4075,2025-11-04,2025-12-01,1928
4075,2025-12-26,,1950
4076,2025-08-18,2025-09-14,1443
4076,2025-10-07,2025-11-03,1442
4076,2025-11-25,2025-12-26,1446
4077,2025-09-13,2025-11-04,17806
4077,2025-11-26,,16897
4078,2025-09-06,2025-10-03,1765
4078,2025-10-25,2025-11-21,1784
4078,2025-12-13,,1774
4079,2025-09-12,2025-10-09,2088
4079,2025-10-31,2025-11-27,2093
4079,2025-12-21,,2022
4080,2025-08-13,2025-09-09,1661
4080,2025-10-02,2025-10-29,1635
4080,2025-11-22,2025-12-20,1655
4081,2025-09-01,2025-09-28,1088
4081,2025-10-20,2025-11-16,1085
4081,2025-12-08,2026-01-08,1090
4082,2025-08-21,2025-09-17,1486
4082,2025-10-10,2025-11-06,1526
4082,2025-11-29,2025-12-30,1511
4083,2025-07-25,2025-09-18,16167
4083,2025-10-10,2025-11-28,16088
4083,2025-12-20,,16334
4084,2025-07-20,2025-09-29,419
4084,2025-10-22,2026-01-03,438
4085,2025-07-30,2025-09-21,13923
4085,2025-10-16,2025-12-04,13749
4085,2026-01-01,,13796
4086,2025-08-23,2025-09-19,1919
4086,2025-10-13,2025-11-09,1884
4086,2025-12-01,2026-01-01,1916
4087,2025-08-24,2025-11-10,694
4087,2025-12-02,,681
4088,2025-09-02,2025-09-22,5634
4088,2025-10-24,2025-11-13,5441
4088,2025-12-27,2026-01-12,5462
4089,2025-08-26,2025-10-17,15199
4089,2025-11-09,2026-01-07,15573
4090,2025-09-02,2025-09-22,5541
4090,2025-10-24,2025-11-13,5477
4090,2025-12-30,,5596
4091,2025-08-02,2025-09-23,15971
4091,2025-10-19,2025-12-11,15311
4091,2026-01-06,,15770
4092,2025-08-28,2025-10-15,13818
4092,2025-11-07,2026-01-03,13888
4094,2025-08-19,2025-09-08,4218
4094,2025-10-12,2025-11-01,4260
4094,2025-11-26,2025-12-17,3950
4095,2025-09-01,2025-09-28,1031
4095,2025-10-21,2025-11-17,1016
4095,2025-12-09,2026-01-09,1028
4096,2025-09-22,2025-11-09,15884
4096,2025-12-01,,15641
4097,2025-07-30,2025-09-19,14889
4097,2025-10-11,2025-11-28,14161
4097,2025-12-20,,14651
4098,2025-08-30,2025-09-26,1583
4098,2025-10-19,2025-11-15,1589
4098,2025-12-07,2026-01-07,1586
4099,2025-09-06,2025-10-03,1875
4099,2025-10-26,2025-11-22,1905
4099,2025-12-14,,1873
4100,2025-07-30,2025-09-21,14236
4100,2025-10-15,2025-12-02,14902
4100,2025-12-28,,14960
4101,2025-09-03,2025-09-30,2132
4101,2025-10-22,2025-11-18,2102
4101,2025-12-10,2026-01-10,2134
4102,2025-09-06,2025-09-26,5538
4102,2025-11-06,2025-11-26,5315
4102,2026-01-09,,5337
4103,2025-08-18,2025-09-14,2245
4103,2025-10-07,2025-11-03,2285
4103,2025-11-26,2025-12-27,2245
4104,2025-10-19,2025-11-08,4578
4104,2025-12-17,2026-01-10,4539
4105,2025-09-02,2025-09-22,4419
4105,2025-11-04,2025-11-24,4395
4105,2026-01-06,,4422
4106,2025-08-16,2025-09-05,4786
4106,2025-10-22,2025-11-11,4963
4106,2025-12-20,2026-01-09,4952
4107,2025-08-11,2025-09-07,1201
4107,2025-10-03,2025-10-30,1214
4107,2025-11-21,2025-12-19,1219
4107,2026-01-12,,1220
4108,2025-09-15,2025-10-05,4416
4108,2025-11-19,2025-12-09,4412
4108,2026-01-13,,4434
4109,2025-09-19,2025-11-06,15763
4109,2025-11-29,,15901
4110,2025-08-02,2025-10-21,938
4110,2025-11-13,,968
4111,2025-08-11,2025-09-07,1943
4111,2025-09-30,2025-10-27,1947
4111,2025-11-18,2025-12-16,1883
4112,2025-08-09,2025-10-03,13810
4112,2025-10-28,2025-12-19,14176
4112,2026-01-12,,14312
4113,2025-09-07,2025-09-27,4651
4113,2025-11-12,2025-12-02,4429
4113,2026-01-09,,4503
4114,2025-09-15,2025-11-05,14834
4114,2025-11-27,,14664
4115,2025-08-17,2025-09-13,1766
4115,2025-10-07,2025-11-03,1751
4115,2025-11-25,2025-12-26,1758
4116,2025-08-27,2025-10-16,16335
4116,2025-11-07,2026-01-05,15984
4117,2025-07-08,2025-08-31,13138
4117,2025-09-24,2025-11-13,13151
4117,2025-12-07,,13272
4118,2025-09-05,2025-10-02,1905
4118,2025-10-24,2025-11-20,1862
4118,2025-12-12,2025-12-29,1901
4119,2025-08-13,2025-09-02,4631
4119,2025-10-14,2025-11-03,4445
4119,2025-12-06,2025-12-30,4486
4120,2025-07-20,2025-09-13,13705
4120,2025-10-11,2025-12-03,13624
4120,2025-12-31,,14161
4121,2025-08-12,2025-10-03,14819
4121,2025-10-29,2025-12-26,15328
4122,2025-08-20,2025-09-16,1842
4122,2025-10-09,2025-11-05,1849
4122,2025-11-28,2025-12-29,1802
4123,2025-07-22,2025-09-09,13521
4123,2025-10-04,2025-11-24,13654
4123,2025-12-16,,13825
4124,2025-08-20,2025-09-16,1924
4124,2025-10-08,2025-11-04,1918
4124,2025-11-27,2025-12-28,1922
4125,2025-09-08,2025-10-05,1528
4125,2025-10-28,2025-11-24,1485
4125,2025-12-16,,1526
4126,2025-08-17,2025-11-05,460
4126,2025-11-27,,450
4127,2025-07-28,2025-09-21,13300
4127,2025-10-15,2025-12-08,13270
4127,2026-01-04,,13273
4128,2025-08-04,2025-08-31,2257
4128,2025-09-22,2025-10-19,2246
4128,2025-11-11,2025-12-08,2258
4128,2026-01-04,,2302
4129,2025-09-17,2025-11-05,15104
4129,2025-12-01,,15572
4130,2025-07-10,2025-09-02,14187
4130,2025-09-29,2025-11-18,14125
4130,2025-12-14,,14409
4131,2025-09-21,2025-10-18,2017
4131,2025-11-10,2025-12-07,1983
4131,2026-01-01,,1962
4132,2025-09-14,2025-10-11,1994
4132,2025-11-02,2025-11-29,1974
4132,2025-12-22,,1968
4133,2024-12-20,,18333
4134,2025-08-08,2025-10-27,1213
4134,2025-11-18,,1240
4135,2025-08-26,2025-09-15,6225
4135,2025-10-12,2025-11-01,6287
4135,2025-11-29,2025-12-20,6322
4136,2025-08-31,2025-09-27,1717
4136,2025-10-19,2025-11-15,1670
4136,2025-12-07,2026-01-07,1695
4137,2025-08-26,2025-11-03,878
4137,2025-11-28,,846
4138,2025-09-18,2025-11-05,14820
4138,2025-12-01,,14350
4139,2025-08-04,2025-09-25,14010
4139,2025-10-22,2025-12-17,14019
4139,2026-01-11,,13633
4140,2025-09-15,2025-10-12,1055
4140,2025-11-04,2025-12-01,1046
4140,2025-12-28,,1038
4141,2025-07-09,2025-09-26,973
4141,2025-10-18,2026-01-05,957
4142,2025-07-18,2025-09-05,14333
4142,2025-09-27,2025-11-20,14394
4142,2025-12-13,,13990
4143,2025-08-23,2025-09-19,1047
4143,2025-10-11,2025-11-07,1055
4143,2025-12-01,2026-01-01,1066
4144,2025-08-01,2025-09-19,14318
4144,2025-10-12,2025-12-05,14676
4144,2025-12-31,,14338
4145,2025-08-15,2025-10-06,13388
4145,2025-10-28,2025-12-18,13484
4146,2025-07-24,,17684
4147,2025-09-04,2025-10-01,1118
4147,2025-10-23,2025-11-19,1131
4147,2025-12-13,,1139
4148,2025-08-23,2025-10-14,15277
4148,2025-11-06,2025-12-30,15279
4149,2025-09-09,2025-11-03,15817
4149,2025-11-25,,15656
4150,2025-09-10,2025-11-03,12392
4150,2025-11-27,,12602
4151,2025-09-17,2025-10-14,1402
4151,2025-11-05,2025-12-02,1392
4151,2025-12-28,,1360
4152,2025-07-30,2025-09-21,14147
4152,2025-10-14,2025-12-08,14656
4152,2026-01-05,,14487
4153,2025-08-17,2025-09-13,2294
4153,2025-10-05,2025-11-01,2339
4153,2025-11-24,2025-12-25,2343
4154,2025-08-24,2025-09-20,917
4154,2025-10-14,2025-11-10,911
4154,2025-12-02,2026-01-02,928
4155,2025-08-28,2025-10-18,14948
4155,2025-11-12,2026-01-03,14957
4156,2025-07-16,2025-09-03,16071
4156,2025-09-26,2025-11-16,16124
4156,2025-12-09,,16343
4157,2025-08-26,2025-09-22,1390
4157,2025-10-16,2025-11-12,1392
4157,2025-12-05,2026-01-05,1422
4159,2025-07-09,2025-09-01,17929
4159,2025-09-23,2025-11-11,18634
4159,2025-12-05,,18525
4160,2025-08-14,2025-10-04,14990
4160,2025-10-26,2025-12-13,15174
4160,2025-12-14,2025-12-14,
4160,2026-01-07,,15369
4161,2025-08-05,2025-09-01,1410
4161,2025-09-23,2025-10-20,1382
4161,2025-11-11,2025-12-08,1399
4161,2026-01-03,,1386
4162,2025-09-09,2025-10-06,1125
4162,2025-10-29,2025-11-25,1110
4162,2025-12-17,2026-01-09,1106
4163,2025-08-04,2025-09-23,15371
4163,2025-10-16,2025-12-09,15211
4163,2026-01-03,,15428
4164,2025-08-31,2025-10-22,14989
4164,2025-11-15,2026-01-11,15191
4165,2025-07-31,2025-09-23,15015
4165,2025-10-16,2025-12-07,15177
4165,2026-01-01,,15039
4166,2025-08-15,2025-09-11,1474
4166,2025-10-04,2025-10-31,1496
4166,2025-11-22,2025-12-20,1496
4166,2026-01-13,,1502
4167,2024-12-22,,18004
4168,2025-09-01,2025-10-24,16405
4168,2025-11-15,2026-01-08,16031
4169,2025-09-02,2025-09-29,662
4169,2025-10-22,2025-11-18,676
4169,2025-12-10,2026-01-10,685
4170,2025-09-10,2025-10-07,1254
4170,2025-11-02,2025-11-29,1257
4170,2025-12-21,,1242
4171,2025-06-15,,17203
4172,2025-06-14,2025-09-05,980
4172,2025-09-29,2025-12-11,939
4172,2026-01-06,,970
4173,2025-08-05,2025-09-01,2441
4173,2025-09-24,2025-10-21,2453
4173,2025-11-12,2025-12-09,2451
4173,2026-01-05,,2426
4174,2025-08-14,2025-10-24,955
4174,2025-11-16,,931
4175,2025-08-27,2025-10-16,13505
4175,2025-11-07,2026-01-05,13198
4176,2025-09-21,2025-11-15,15561
4176,2025-12-10,,15394
4177,2025-08-21,2025-10-29,688
4177,2025-11-20,,687
4178,2025-09-06,2025-11-21,690
4178,2025-12-14,,687
4179,2025-08-23,2025-09-19,1082
4179,2025-10-12,2025-11-08,1108
4179,2025-12-01,2026-01-01,1096
4180,2025-09-29,2025-10-19,5486
4180,2025-11-28,2025-12-19,5506
4181,2025-08-05,2025-09-01,1771
4181,2025-09-24,2025-10-21,1801
4181,2025-11-12,2025-12-09,1807
4181,2026-01-03,,1771
4182,2025-07-14,2025-09-01,13381
4182,2025-09-25,2025-11-18,13539
4182,2025-12-14,,13555
4183,2025-05-09,,16926
4184,2025-09-06,2025-10-03,768
4184,2025-10-25,2025-11-21,782
4184,2025-12-13,,756
4185,2025-09-03,2025-09-30,1428
4185,2025-10-22,2025-11-18,1441
4185,2025-12-10,2026-01-10,1459
4186,2025-09-13,2025-10-03,5382
4186,2025-11-10,2025-11-30,5160
4186,2026-01-08,,5389
4187,2025-09-04,2025-10-01,1353
4187,2025-10-23,2025-11-19,1324
4187,2025-12-11,2026-01-11,1336
4188,2025-08-05,2025-10-25,892
4188,2025-11-17,,931
4189,2025-09-22,2025-11-30,975
4189,2025-12-22,,952
4190,2025-08-02,2025-10-24,1149
4190,2025-11-16,,1125
4191,2025-08-22,,18299
4192,2025-07-09,2025-09-01,14860
4192,2025-09-24,2025-11-16,15617
4192,2025-12-13,,15286
4193,2025-07-26,2025-09-15,13615
4193,2025-10-07,2025-12-01,13213
4193,2025-12-26,,13809
4194,2025-07-23,2025-09-14,15887
4194,2025-10-09,2025-12-01,15981
4194,2025-12-26,,15518
4195,2025-09-11,2025-10-08,1026
4195,2025-10-30,2025-11-26,1067
4195,2025-12-19,,1040
4196,2025-09-29,2025-10-19,5716
4196,2025-11-28,2025-12-19,5774
4197,2025-08-19,2025-09-15,1529
4197,2025-10-10,2025-11-06,1519
4197,2025-11-28,2025-12-29,1509
4198,2025-07-14,2025-10-01,960
4198,2025-10-26,,959
4199,2025-08-25,2025-10-13,14610
4199,2025-11-05,2026-01-01,14749
4200,2025-08-29,2025-09-25,1018
4200,2025-10-18,2025-11-14,1016
4200,2025-12-06,2026-01-06,1011
4201,2025-09-03,2025-10-25,14330
4201,2025-11-16,2026-01-07,13766
4202,2025-09-03,2025-10-21,13625
4202,2025-11-14,2026-01-12,13645
4203,2025-09-18,2025-11-10,13498
4203,2025-12-04,,13118
4204,2025-07-31,2025-09-21,16151
4204,2025-10-14,2025-12-01,16282
4204,2025-12-26,,16776
4205,2025-08-25,2025-09-21,1114
4205,2025-10-15,2025-11-11,1134
4205,2025-12-03,2026-01-03,1127
4206,2025-09-05,2025-10-02,1383
4206,2025-10-24,2025-11-20,1355
4206,2025-12-13,,1382
4207,2025-07-21,2025-09-14,13171
4207,2025-10-06,2025-11-24,13189
4207,2025-12-16,,12744
4208,2025-07-23,,16951
4209,2025-09-10,2025-10-28,17711
4209,2025-11-20,,18132
4210,2025-06-30,2025-09-11,1054
4210,2025-10-09,2025-12-27,1048
4211,2025-08-14,2025-10-02,15492
4211,2025-10-25,2025-12-12,14823
4211,2026-01-06,,15046
4212,2025-08-14,2025-10-02,14922
4212,2025-10-24,2025-12-12,14722
4212,2026-01-06,,14311
4213,2025-09-16,2025-10-13,1669
4213,2025-11-05,2025-12-02,1633
4213,2025-12-27,,1635
4214,2025-08-24,2025-09-20,847
4214,2025-10-15,2025-11-11,835
4214,2025-12-03,2026-01-03,845
4215,2025-09-17,2025-11-11,16206
4215,2025-12-04,,16478
4216,2025-08-09,2025-09-05,1754
4216,2025-09-27,2025-10-24,1802
4216,2025-11-15,2025-12-12,1773
4216,2026-01-09,,1773
4217,2025-08-09,2025-09-05,1717
4217,2025-09-29,2025-10-26,1707
4217,2025-11-17,2025-12-15,1729
4217,2026-01-08,,1683
4218,2025-09-16,2025-11-07,15469
4218,2025-12-03,,15577
4219,2025-09-10,2025-10-31,16757
4219,2025-11-26,,16613
4220,2025-08-19,2025-09-15,2014
4220,2025-10-09,2025-11-05,2024
4220,2025-11-27,2025-12-28,2042
4221,2025-06-24,,16916
4222,2025-09-05,2025-10-02,1601
4222,2025-10-25,2025-11-21,1606
4222,2025-12-14,,1600
4223,2025-07-17,2025-09-08,15312
4223,2025-09-30,2025-11-20,14763
4223,2025-12-13,,14968
4224,2025-08-10,2025-09-06,1371
4224,2025-09-28,2025-10-25,1359
4224,2025-11-17,2025-12-15,1351
4224,2026-01-09,,1326
4225,2025-08-24,2025-11-14,783
4225,2025-12-06,,813
4226,2025-09-08,2025-10-05,1990
4226,2025-10-28,2025-11-24,1990
4226,2025-12-18,,1945
4227,2025-08-20,2025-09-16,1569
4227,2025-10-08,2025-11-04,1584
4227,2025-11-26,2025-12-27,1592
4228,2025-04-17,,17804
4229,2025-09-14,2025-10-11,2284
4229,2025-11-02,2025-11-29,2333
4229,2025-12-21,2026-01-08,2282
4230,2025-09-02,2025-09-29,1414
4230,2025-10-21,2025-11-17,1388
4230,2025-12-09,2026-01-09,1397
4231,2025-08-11,2025-09-07,1296
4231,2025-09-29,2025-10-26,1291
4231,2025-11-17,2025-12-15,1285
4231,2026-01-08,,1314
4232,2025-09-13,2025-10-10,2096
4232,2025-11-01,2025-11-28,2089
4232,2025-12-20,,2052
4233,2025-07-04,,18625
4234,2025-09-01,2025-10-20,15363
4234,2025-11-13,2026-01-08,15325
4235,2025-08-07,2025-09-29,13236
4235,2025-10-21,2025-12-15,13137
4235,2026-01-08,,13245
4236,2025-08-18,2025-09-14,789
4236,2025-10-06,2025-11-02,777
4236,2025-11-24,2025-12-25,778
4237,2025-08-10,2025-10-04,13584
4237,2025-10-26,2025-12-15,13597
4237,2026-01-08,,13980
4238,2025-09-09,2025-10-06,1797
4238,2025-10-28,2025-11-24,1811
4238,2025-12-17,,1795
4239,2025-08-04,2025-08-31,2106
4239,2025-09-30,2025-10-27,2039
4239,2025-11-18,2025-12-16,2057
4240,2025-09-12,2025-10-02,4089
4240,2025-10-28,2025-11-17,4035
4240,2025-12-12,2026-01-05,3799
4241,2025-08-14,2025-10-23,977
4241,2025-11-15,,970
4242,2025-09-06,2025-10-25,14958
4242,2025-11-21,,15257
4243,2025-09-02,2025-09-22,5674
4243,2025-10-27,2025-11-16,5708
4243,2025-12-31,,5667
4244,2025-08-31,2025-09-27,1687
4244,2025-10-19,2025-11-15,1670
4244,2025-12-07,2026-01-07,1669
4245,2025-09-19,2025-10-09,6080
4245,2025-11-06,2025-11-26,6324
4245,2026-01-01,,6146
4246,2025-08-22,2025-10-10,13911
4246,2025-11-01,2025-12-27,13857
4247,2025-09-13,2025-11-02,15132
4247,2025-11-26,,14801
4248,2025-06-28,2025-09-09,903
4248,2025-10-01,2025-12-10,919
4248,2026-01-04,,878
4249,2025-08-19,2025-10-10,14958
4249,2025-11-03,2025-12-25,15619
4250,2025-09-04,2025-09-24,5698
4250,2025-10-25,2025-11-14,5725
4250,2025-12-16,2026-01-09,5719
4251,2025-08-12,2025-09-08,1150
4251,2025-10-01,2025-10-28,1144
4251,2025-11-20,2025-12-18,1149
4251,2026-01-11,,1144
4252,2025-09-01,2025-09-28,2309
4252,2025-10-20,2025-11-16,2306
4252,2025-12-08,2026-01-08,2262
4253,2025-09-16,2025-10-13,901
4253,2025-11-04,2025-12-01,905
4253,2025-12-26,,901
4254,2025-08-26,2025-10-19,14850
4254,2025-11-10,2026-01-01,14982
4255,2025-09-06,2025-09-26,6022
4255,2025-10-24,2025-11-13,6247
4255,2025-12-11,2026-01-04,5956
4256,2025-09-06,2025-10-03,1060
4256,2025-10-27,2025-11-23,1054
4256,2025-12-18,,1069
4257,2025-08-06,2025-09-29,16178
4257,2025-10-23,2025-12-11,16135
4257,2026-01-05,,16265
4258,2025-07-30,2025-09-22,13306
4258,2025-10-15,2025-12-02,13172
4258,2025-12-29,,13406
4259,2025-09-08,2025-10-05,1551
4259,2025-10-28,2025-11-24,1555
4259,2025-12-16,,1576
4260,2025-03-31,,20105
4261,2025-07-16,2025-10-07,717
4261,2025-10-30,,702
4262,2025-08-28,2025-10-22,15435
4262,2025-11-14,2026-01-10,14900
4263,2025-07-24,2025-09-14,13410
4263,2025-10-06,2025-11-26,13580
4263,2025-12-20,,13347
4264,2025-09-20,2025-10-17,733
4264,2025-11-09,2025-12-06,735
4264,2026-01-01,,724
4265,2025-09-10,2025-11-26,990
4265,2025-12-20,,988
4266,2025-08-17,2025-10-07,15592
4266,2025-10-29,2025-12-21,15464
4267,2025-08-04,2025-09-28,15666
4267,2025-10-22,2025-12-09,16118
4267,2026-01-06,,16211
4268,2025-07-18,2025-09-10,15542
4268,2025-10-02,2025-11-23,15838
4268,2025-12-15,,15397
4269,2025-08-14,2025-10-03,16041
4269,2025-10-26,2025-12-19,15813
4269,2026-01-12,,16155
4270,2025-08-11,2025-08-31,5022
4270,2025-10-07,2025-10-27,4919
4270,2025-12-15,2026-01-08,4845
4271,2025-08-17,2025-09-13,1029
4271,2025-10-05,2025-11-01,1005
4271,2025-11-23,2025-12-21,1033
4272,2025-08-10,2025-09-06,1317
4272,2025-09-28,2025-10-25,1338
4272,2025-11-16,2025-12-13,1332
4272,2025-12-14,2025-12-14,
4272,2026-01-09,,1322
4273,2025-07-29,2025-09-17,15372
4273,2025-10-11,2025-11-30,15268
4273,2025-12-22,,15048
4274,2025-07-25,2025-10-10,894
4274,2025-11-02,,907
4275,2025-08-07,2025-10-01,14872
4275,2025-10-25,2025-12-20,14346
4276,2025-09-10,2025-10-07,1707
4276,2025-10-30,2025-11-26,1685
4276,2025-12-18,,1685
4277,2025-08-26,2025-10-19,14555
4277,2025-11-13,2026-01-05,14989
4278,2025-07-22,2025-09-09,18164
4278,2025-10-02,2025-11-21,17368
4278,2025-12-15,,17353
4279,2025-09-21,2025-10-11,3953
4279,2025-11-06,2025-11-26,3899
4279,2025-12-19,2026-01-12,3758
4280,2025-08-02,2025-09-20,17600
4280,2025-10-12,2025-12-05,16907
4280,2026-01-01,,17379
4281,2025-09-08,2025-10-05,752
4281,2025-10-29,2025-11-25,770
4281,2025-12-21,,774
4282,2025-09-08,2025-09-28,3715
4282,2025-10-21,2025-11-10,3943
4282,2025-12-02,2025-12-26,3887
4283,2025-09-20,2025-10-10,4135
4283,2025-11-05,2025-11-25,4140
4283,2025-12-21,,4135
4284,2025-08-17,2025-09-13,1713
4284,2025-10-07,2025-11-03,1723
4284,2025-11-26,2025-12-27,1711
4285,2025-09-16,2025-10-06,4444
4285,2025-11-16,2025-12-06,4419
4285,2026-01-10,,4477
4286,2025-08-13,2025-09-02,5975
4286,2025-10-02,2025-10-22,5868
4286,2025-11-26,2025-12-17,5711
4287,2025-07-30,2025-09-21,16355
4287,2025-10-16,2025-12-06,16080
4287,2025-12-31,,16732
4288,2025-08-19,2025-10-06,14882
4288,2025-11-01,2025-12-20,14848
4289,2025-04-06,,17626
4290,2025-09-13,2025-10-10,2077
4290,2025-11-01,2025-11-28,2041
4290,2025-12-20,,2033
4291,2025-07-19,2025-09-29,1152
4291,2025-10-21,2026-01-07,1194
4292,2025-09-18,2025-11-05,16079
4292,2025-11-30,,15754
4293,2025-08-06,2025-09-02,1080
4293,2025-09-24,2025-10-21,1108
4293,2025-11-16,2025-12-13,1107
4293,2025-12-14,2025-12-14,
4293,2026-01-10,,1112
4294,2025-08-26,2025-10-20,14447
4294,2025-11-12,2026-01-05,14486
4295,2025-07-28,2025-09-19,13979
4295,2025-10-15,2025-12-03,14366
4295,2025-12-28,,13993
4296,2025-08-12,2025-09-01,7250
4296,2025-09-24,2025-10-14,7748
4296,2025-11-07,2025-11-27,7365
4296,2025-12-19,2026-01-12,7317
4297,2025-09-16,2025-11-07,14655
4297,2025-11-29,,13973
4298,2025-09-01,2025-09-28,843
4298,2025-10-21,2025-11-17,840
4298,2025-12-10,2026-01-10,832
4299,2025-08-01,2025-09-19,15148
4299,2025-10-13,2025-12-05,15717
4299,2025-12-31,,15136
4300,2025-09-23,2025-10-13,5031
4300,2025-11-24,2025-12-15,5033
4301,2025-09-04,2025-10-01,1284
4301,2025-10-26,2025-11-22,1286
4301,2025-12-16,,1260
4302,2025-08-05,2025-09-01,1001
4302,2025-09-23,2025-10-20,1002
4302,2025-11-12,2025-12-09,1013
4302,2026-01-06,,1019
4303,2025-08-02,2025-09-24,15127
4303,2025-10-23,2025-12-16,14732
4303,2026-01-11,,15072
4304,2025-08-19,2025-09-15,1373
4304,2025-10-07,2025-11-03,1370
4304,2025-11-26,2025-12-27,1376
4305,2025-08-04,2025-10-14,766
4305,2025-11-07,,762
4306,2025-08-10,2025-10-03,14953
4306,2025-10-27,2025-12-25,14802
4307,2025-08-19,2025-09-15,1869
4307,2025-10-09,2025-11-05,1874
4307,2025-11-28,2025-12-29,1892
4308,2025-08-12,2025-09-29,15833
4308,2025-10-21,2025-12-10,15520
4308,2026-01-04,,15402
4309,2025-09-02,2025-10-23,14388
