"date","source_farm","dest_farm","volume"
2025-11-04,9146,1517,2403
2025-11-04,9146,7372,2967
2025-11-05,1113,7701,3913
2025-11-05,1774,1475,1960
2025-11-05,1774,6901,4537
2025-11-05,2039,2365,2111
2025-11-05,2039,2967,494
2025-11-05,2039,3272,1185
2025-11-05,2606,3195,1620
2025-11-05,2606,7690,3378
2025-11-05,3392,2286,739
2025-11-05,3392,3071,1758
2025-11-05,3392,3218,1657
2025-11-05,3554,4877,1514
2025-11-05,3554,7723,3244
2025-11-05,3554,8148,1676
2025-11-05,3862,2490,809
2025-11-05,3862,4213,1633
2025-11-05,3862,8342,3378
2025-11-05,3903,1192,674
2025-11-05,3903,1806,2261
2025-11-05,3903,4151,1392
2025-11-05,4758,9158,4099
2025-11-05,5419,5052,1999
2025-11-05,5419,7523,2582
2025-11-05,5912,2542,1358
2025-11-05,5912,3380,2183
2025-11-05,5912,3501,1346
2025-11-05,6200,3330,2050
2025-11-05,6200,4737,1334
2025-11-05,6200,4748,2395
2025-11-05,6447,4333,1438
2025-11-05,6447,6685,2753
2025-11-05,6447,7683,2721
2025-11-05,6734,3627,2327
2025-11-05,6734,5997,3768
2025-11-05,8320,1831,1910
2025-11-05,8320,7107,1785
2025-11-05,8320,8896,2848
2025-11-05,8543,4923,632
2025-11-05,8543,5347,3704
2025-11-05,8614,2608,1500
2025-11-05,8614,3245,1621
2025-11-05,8614,7224,2961
2025-11-06,1119,6890,4156
2025-11-06,1512,3405,1421
2025-11-06,1512,6117,2298
2025-11-06,1721,8965,3524
2025-11-06,1721,9057,3330
2025-11-06,1803,1813,1663
2025-11-06,1803,4328,967
2025-11-06,1803,5833,3737
2025-11-06,1943,2932,988
2025-11-06,1943,6677,3176
2025-11-06,1990,4500,1161
2025-11-06,1990,5755,2934
2025-11-06,1990,7689,2530
2025-11-06,2437,3458,2016
2025-11-06,2437,6634,1902
2025-11-06,2789,7961,2449
2025-11-06,2789,8188,3506
2025-11-06,3162,3085,1716
2025-11-06,3162,3818,1941
2025-11-06,3162,4068,914
2025-11-06,3412,3009,2090
2025-11-06,3412,8831,3272
2025-11-06,3421,2691,1696
2025-11-06,3421,8121,2756
2025-11-06,3548,3288,1756
2025-11-06,3548,4407,1488
2025-11-06,3548,4695,1439
2025-11-06,4020,4354,1553
2025-11-06,4020,7406,3081
2025-11-06,4396,1452,1499
2025-11-06,4396,1853,1621
2025-11-06,4396,6144,3113
2025-11-06,4935,5849,1921
2025-11-06,4935,8900,3099
2025-11-06,5034,8969,4158
2025-11-06,5071,6223,2446
2025-11-06,5071,8522,3411
2025-11-06,5232,3214,880
2025-11-06,5232,4643,2485
2025-11-06,5232,5156,2530
2025-11-06,5475,1210,1218
2025-11-06,5475,1619,2084
2025-11-06,5475,5627,3176
2025-11-06,5626,50,2015
2025-11-06,5626,977,951
2025-11-06,5626,1864,1326
2025-11-06,7337,4389,1431
2025-11-06,7337,5655,2844
2025-11-06,7383,5644,2684
2025-11-06,7383,7330,2488
2025-11-06,7721,7924,5114
2025-11-07,316,5041,1496
2025-11-07,316,8627,2661
2025-11-07,1410,8019,3917
2025-11-07,1818,1125,785
2025-11-07,1818,6317,2248
2025-11-07,1818,7601,1933
2025-11-07,2112,1937,1039
2025-11-07,2112,5482,3436
2025-11-07,3668,1677,654
2025-11-07,3668,4320,1575
2025-11-07,3668,5972,2334
2025-11-07,4477,462,902
2025-11-07,4477,642,2195
2025-11-07,4477,1597,1954
2025-11-07,4890,3678,1388
2025-11-07,4890,5191,1565
2025-11-07,4890,5372,3932
2025-11-07,4980,1079,1268
2025-11-07,4980,5423,3503
2025-11-07,4989,3080,1196
2025-11-07,4989,5560,2840
2025-11-07,5127,286,1940
2025-11-07,5127,985,1054
2025-11-07,5127,1027,979
2025-11-07,5730,2013,1229
2025-11-07,5730,8684,2712
2025-11-07,5958,4610,1425
2025-11-07,5958,5274,3081
2025-11-07,6044,6099,3247
2025-11-07,6044,8218,2557
2025-11-07,6393,1216,2281
2025-11-07,6393,5310,2378
2025-11-07,6490,3946,1154
2025-11-07,6490,6669,3185
2025-11-07,6747,3082,1343
2025-11-07,6747,4811,1147
2025-11-07,6747,6362,2870
2025-11-07,6795,8591,2152
2025-11-07,6795,8729,2943
2025-11-07,7588,2241,1329
2025-11-07,7588,8847,3636
2025-11-07,7852,962,945
2025-11-07,7852,3884,2145
2025-11-07,7852,4941,1818
2025-11-07,8503,409,2239
2025-11-07,8503,4353,1707
2025-11-07,8947,3406,1014
2025-11-07,8947,7146,3158
2025-11-07,9047,3635,547
2025-11-07,9047,5780,2477
2025-11-07,9047,8537,3664
2025-11-07,9061,2495,1130
2025-11-07,9061,2910,1703
2025-11-07,9061,5991,3505
2025-11-08,78,40,2151
2025-11-08,78,298,1328
2025-11-08,78,4552,1627
2025-11-08,165,2459,1418
2025-11-08,165,4587,729
2025-11-08,165,6787,3577
2025-11-08,211,1040,1131
2025-11-08,211,1681,1153
2025-11-08,211,8200,3076
2025-11-08,973,1075,1153
2025-11-08,973,3541,794
2025-11-08,973,8303,3680
2025-11-08,974,9149,3950
2025-11-08,1059,711,1527
2025-11-08,1059,7115,3502
2025-11-08,2216,2890,1468
2025-11-08,2216,3175,1592
2025-11-08,2216,3683,627
2025-11-08,2383,2401,1425
2025-11-08,2383,2510,1508
2025-11-08,2383,3291,2082
2025-11-08,3012,1072,1889
2025-11-08,3012,7532,3481
2025-11-08,3031,6454,1865
2025-11-08,3031,7834,3872
2025-11-08,3145,223,1766
2025-11-08,3145,666,2665
2025-11-08,3145,1171,2516
2025-11-08,3796,5862,2547
2025-11-08,3796,7951,2548
2025-11-08,3796,9083,1810
2025-11-08,4470,5968,2638
2025-11-08,4470,8931,2946
2025-11-08,4952,143,1527
2025-11-08,4952,8656,3232
2025-11-08,5122,1256,1024
2025-11-08,5122,1625,1595
2025-11-08,5122,8882,2755
2025-11-08,5915,5047,2549
2025-11-08,5915,6047,2905
2025-11-08,6220,5691,2572
2025-11-08,6220,7453,2602
2025-11-08,6361,4501,1609
2025-11-08,6361,5048,1510
2025-11-08,6361,6864,3367
2025-11-08,6489,4816,1224
2025-11-08,6489,8706,3158
2025-11-08,6936,433,2000
2025-11-08,6936,2052,1362
2025-11-08,6936,3805,1070
2025-11-08,7303,5848,3180
2025-11-08,7303,7352,2222
2025-11-08,7577,1336,1924
2025-11-08,7577,1607,1827
2025-11-08,7774,5591,3633
2025-11-08,7774,8497,3074
2025-11-08,7785,295,2412
2025-11-08,7785,1454,1976
2025-11-08,7790,2730,1760
2025-11-08,7790,2990,747
2025-11-08,7790,3725,1732
2025-11-08,8304,3965,2508
2025-11-08,8304,4740,1726
2025-11-08,8552,6650,2331
2025-11-08,8552,9037,3299
2025-11-09,337,6446,2732
2025-11-09,337,7422,3213
2025-11-09,420,1422,2443
2025-11-09,420,4264,735
2025-11-09,420,6368,2796
2025-11-09,520,1874,1169
2025-11-09,520,5418,3381
2025-11-09,598,345,764
2025-11-09,598,6839,3371
2025-11-09,1598,4563,958
2025-11-09,1598,5652,3587
2025-11-09,1654,2527,1056
2025-11-09,1654,7216,2813
2025-11-09,1689,139,610
2025-11-09,1689,601,1607
2025-11-09,1689,5723,2180
2025-11-09,2520,4694,1761
2025-11-09,2520,5247,1219
2025-11-09,2520,5286,3191
2025-11-09,2712,2688,1387
2025-11-09,2712,4591,967
2025-11-09,2712,5598,3290
2025-11-09,2905,6506,4136
2025-11-09,3201,1682,991
2025-11-09,3201,7065,3031
2025-11-09,3357,8622,3813
2025-11-09,3441,3139,2765
2025-11-09,3441,3396,1476
2025-11-09,3441,3429,1104
2025-11-09,3641,5165,1520
2025-11-09,3641,6837,2627
2025-11-09,3641,7326,2545
2025-11-09,3754,4016,1326
2025-11-09,3754,4911,2495
2025-11-09,4104,6666,4578
2025-11-09,4639,3409,1186
2025-11-09,4639,3757,517
2025-11-09,4639,7771,3022
2025-11-09,5667,2592,932
2025-11-09,5667,5103,1991
2025-11-09,5667,5740,2704
2025-11-09,6092,2567,1243
2025-11-09,6092,3176,1232
2025-11-09,6092,3517,2689
2025-11-09,6482,9015,4107
2025-11-09,6711,1520,1226
2025-11-09,6711,1775,1569
2025-11-09,6711,1878,915
2025-11-09,6774,4376,1543
2025-11-09,6774,5013,2949
2025-11-09,6945,5952,3845
2025-11-09,6974,5257,1964
2025-11-09,6974,7619,2898
2025-11-09,7234,3,1598
2025-11-09,7234,823,877
2025-11-09,7234,4718,1717
2025-11-09,8231,1667,2047
2025-11-09,8231,2144,1119
2025-11-09,8231,5379,3027
2025-11-09,8279,5554,2384
2025-11-09,8279,8175,3113
2025-11-10,224,908,1245
2025-11-10,224,1223,2308
2025-11-10,224,4324,2231
2025-11-10,949,2436,1783
2025-11-10,949,3872,1259
2025-11-10,949,4131,1983
2025-11-10,1038,2443,736
2025-11-10,1038,3047,882
2025-11-10,1038,4310,2125
2025-11-10,1982,952,1840
2025-11-10,1982,8282,3631
2025-11-10,2129,7390,4142
2025-11-10,2332,1209,1136
2025-11-10,2332,4897,2025
2025-11-10,2332,7325,3233
2025-11-10,2447,3512,1718
2025-11-10,2447,3636,652
2025-11-10,2447,9132,3045
2025-11-10,2679,4984,2093
2025-11-10,2679,9100,2714
2025-11-10,3040,2957,1681
2025-11-10,3040,3050,1733
2025-11-10,3040,3553,2332
2025-11-10,4424,3110,1127
2025-11-10,4424,5890,2822
2025-11-10,4424,7603,3321
2025-11-10,4595,7905,3698
2025-11-10,4595,8777,2093
2025-11-10,4692,730,1599
2025-11-10,4692,1726,1633
2025-11-10,4692,1736,1354
2025-11-10,4874,7486,3249
2025-11-10,4874,8693,3166
2025-11-10,4915,373,1439
2025-11-10,4915,8450,2946
2025-11-10,5611,3669,585
2025-11-10,5611,6091,3124
2025-11-10,6022,1975,1380
2025-11-10,6022,8377,4740
2025-11-10,6801,1626,1713
2025-11-10,6801,8492,2338
2025-11-10,6970,193,1032
2025-11-10,6970,5209,1217
2025-11-10,6970,5387,2019
2025-11-10,7428,4430,2132
2025-11-10,7428,4534,780
2025-11-10,7428,7465,3317
2025-11-10,7826,6845,1860
2025-11-10,7826,7387,3467
2025-11-10,7872,1906,828
2025-11-10,7872,2941,2990
2025-11-10,7872,4662,1380
2025-11-10,8074,2296,797
2025-11-10,8074,7331,2671
2025-11-10,8074,8607,3593
2025-11-10,8097,4025,1500
2025-11-10,8097,4680,2199
2025-11-10,8144,2281,1690
2025-11-10,8144,2619,2021
2025-11-10,8144,2969,1539
2025-11-10,8907,7552,3927
2025-11-10,8924,202,1258
2025-11-10,8924,1505,2037
2025-11-10,8924,5093,1094
2025-11-11,51,229,2443
2025-11-11,51,512,1591
2025-11-11,51,685,1325
2025-11-11,215,1339,666
2025-11-11,215,5184,2214
2025-11-11,215,7764,3745
2025-11-11,388,1274,957
2025-11-11,388,1936,1394
2025-11-11,388,7375,3169
2025-11-11,458,852,980
2025-11-11,458,3630,1272
2025-11-11,458,9112,1968
2025-11-11,640,1935,2082
2025-11-11,640,4689,1528
2025-11-11,640,8533,2411
2025-11-11,1636,2681,1919
2025-11-11,1636,3424,1626
2025-11-11,1636,5654,3302
2025-11-11,2154,5693,2700
2025-11-11,2154,6771,2835
2025-11-11,2801,4128,2258
2025-11-11,2801,8110,3434
2025-11-11,2897,6604,4211
2025-11-11,3187,3390,2350
2025-11-11,3187,8462,3544
2025-11-11,3593,4546,1483
2025-11-11,3593,7811,2890
2025-11-11,3868,3220,1380
2025-11-11,3868,3248,2099
2025-11-11,3868,3934,1400
2025-11-11,4282,2274,2595
2025-11-11,4282,3835,1348
2025-11-11,6284,4414,2712
2025-11-11,6284,7792,3668
2025-11-11,6373,2237,1622
2025-11-11,6373,4569,1148
2025-11-11,6373,8425,2442
2025-11-11,6704,3400,2300
2025-11-11,6704,3732,1663
2025-11-11,6704,4161,1399
2025-11-11,6911,6626,2529
2025-11-11,6911,7496,2798
2025-11-11,7298,3015,858
2025-11-11,7298,3216,1026
2025-11-11,7298,3329,2410
2025-11-11,7412,2471,964
2025-11-11,7412,4391,2548
2025-11-11,7412,5388,2429
2025-11-11,8044,3369,1643
2025-11-11,8044,7709,3018
2025-11-12,14,9043,4397
2025-11-12,70,5530,4284
2025-11-12,91,384,2319
2025-11-12,91,1380,2125
2025-11-12,491,7172,3217
2025-11-12,491,8698,2415
2025-11-12,676,1226,2026
2025-11-12,676,2185,1189
2025-11-12,676,4377,1323
2025-11-12,968,4957,1302
2025-11-12,968,6254,2799
2025-11-12,1374,2487,1792
2025-11-12,1374,3737,1870
2025-11-12,1374,5064,1706
2025-11-12,1630,4173,2451
2025-11-12,1630,4606,1795
2025-11-12,1630,8701,2539
2025-11-12,1717,5275,3288
2025-11-12,1717,5660,3182
2025-11-12,1722,6437,4315
2025-11-12,1751,8405,3909
2025-11-12,2404,6251,1970
2025-11-12,2404,7769,2816
2025-11-12,2560,2316,1562
2025-11-12,2560,3375,1211
2025-11-12,2560,4495,2145
2025-11-12,2576,234,1938
2025-11-12,2576,1088,1184
2025-11-12,2576,1144,1262
2025-11-12,2723,3168,1735
2025-11-12,2723,3469,1671
2025-11-12,2723,3649,1323
2025-11-12,3026,4399,1575
2025-11-12,3026,7137,3811
2025-11-12,3174,571,646
2025-11-12,3174,1482,1467
2025-11-12,3174,2114,1736
2025-11-12,3199,4372,726
2025-11-12,3199,7385,3411
2025-11-12,3335,3016,1500
2025-11-12,3335,3933,1050
2025-11-12,3335,5158,1835
2025-11-12,4106,2244,1808
2025-11-12,4106,2648,1280
2025-11-12,4106,3899,1875
2025-11-12,5335,4620,1565
2025-11-12,5335,6308,3253
2025-11-12,6197,6976,2966
2025-11-12,6197,7386,3587
2025-11-12,6347,4302,1013
2025-11-12,6347,5908,3610
2025-11-12,6724,8381,3843
2025-11-12,7082,5315,2923
2025-11-12,7082,7072,3199
2025-11-12,7111,1709,1546
2025-11-12,7111,8502,2258
2025-11-12,7419,632,1437
2025-11-12,7419,6443,2666
2025-11-12,8709,3038,1454
2025-11-12,8709,3061,1541
2025-11-12,8709,3254,1202
2025-11-12,8810,4540,1490
2025-11-12,8810,5205,1288
2025-11-12,8810,5628,2958
2025-11-12,8964,2532,1525
2025-11-12,8964,3095,1219
2025-11-12,8964,8164,3172
2025-11-12,9035,1897,2127
2025-11-12,9035,3822,789
2025-11-12,9035,8330,3273
2025-11-12,9155,3957,933
2025-11-12,9155,4181,1807
2025-11-12,9155,7654,3517
2025-11-13,454,7014,3072
2025-11-13,454,9018,2260
2025-11-13,923,7384,4089
2025-11-13,999,1966,904
2025-11-13,999,7544,1873
2025-11-13,999,8006,2183
2025-11-13,1175,1812,1569
2025-11-13,1175,7846,2300
2025-11-13,1698,2758,1907
2025-11-13,1698,7078,3417
2025-11-13,1756,921,1321
2025-11-13,1756,7916,3410
2025-11-13,1821,294,2792
2025-11-13,1821,990,1678
2025-11-13,1821,1242,2026
2025-11-13,1869,7744,2559
2025-11-13,1869,8140,3010
2025-11-13,1948,4625,2129
2025-11-13,1948,8353,4740
2025-11-13,2522,2293,873
2025-11-13,2522,3574,1539
2025-11-13,2522,5904,1906
2025-11-13,2841,2570,844
2025-11-13,2841,4057,1318
2025-11-13,2841,6311,2737
2025-11-13,3449,6940,4505
2025-11-13,3653,3579,1269
2025-11-13,3653,6003,4404
2025-11-13,3735,3640,2625
2025-11-13,3735,3723,983
2025-11-13,3735,8284,3021
2025-11-13,3827,2515,1447
2025-11-13,3827,2996,1216
2025-11-13,3827,4697,1360
2025-11-13,3996,4614,988
2025-11-13,3996,5398,3300
2025-11-13,3996,7513,2418
2025-11-13,5539,273,1447
2025-11-13,5539,367,1486
2025-11-13,5539,1402,2051
2025-11-13,6602,4532,881
2025-11-13,6602,5193,1188
2025-11-13,6602,6445,3339
2025-11-13,6814,5620,3672
2025-11-13,7063,8841,4315
2025-11-13,7066,3332,1888
2025-11-13,7066,3728,2822
2025-11-13,7066,5967,2422
2025-11-13,7364,1720,1480
2025-11-13,7364,6026,2757
2025-11-13,8055,5608,3373
2025-11-13,8055,6589,2746
2025-11-13,8112,2504,1514
2025-11-13,8112,3767,1244
2025-11-13,8112,7438,2981
2025-11-13,8315,4799,2369
2025-11-13,8315,5025,2062
2025-11-14,574,429,2051
2025-11-14,574,886,1679
2025-11-14,1310,8465,3705
2025-11-14,2255,3269,1353
2025-11-14,2255,5344,3405
2025-11-14,3150,2341,1776
2025-11-14,3150,2358,1535
2025-11-14,3150,3450,963
2025-11-14,3334,2352,1295
2025-11-14,3334,3525,1897
2025-11-14,3334,4366,1283
2025-11-14,3599,4924,732
2025-11-14,3599,7458,2290
2025-11-14,3599,8748,2504
2025-11-14,4088,8756,3285
2025-11-14,4088,9014,2156
2025-11-14,4090,5656,2884
2025-11-14,4090,6063,2593
2025-11-14,4255,5374,3625
2025-11-14,4255,8938,2622
2025-11-14,4367,3388,1549
2025-11-14,4367,3770,1370
2025-11-14,4367,5393,2982
2025-11-14,4857,2339,786
2025-11-14,4857,6263,4125
2025-11-14,4857,8041,1920
2025-11-14,5030,3185,797
2025-11-14,5030,3838,1381
2025-11-14,5030,6236,2387
2025-11-14,5175,134,1631
2025-11-14,5175,967,1809
2025-11-14,5175,1388,853
2025-11-14,5182,7019,3746
2025-11-14,5182,8933,2548
2025-11-14,5370,115,2390
2025-11-14,5370,1298,1539
2025-11-14,5720,532,2403
2025-11-14,5720,1918,1304
2025-11-14,5758,6854,2143
2025-11-14,5758,8208,3063
2025-11-14,6930,6959,2445
2025-11-14,6930,7895,2892
2025-11-14,7051,7768,3672
2025-11-14,7051,7786,3446
2025-11-14,7236,6424,3916
2025-11-14,7400,4903,1662
2025-11-14,7400,7353,3444
2025-11-14,7665,33,1932
2025-11-14,7665,6735,3344
2025-11-14,7669,6320,3218
2025-11-14,7669,8884,3157
2025-11-14,8388,21,1541
2025-11-14,8388,56,1465
2025-11-14,8388,2149,2688
2025-11-15,577,5002,1278
2025-11-15,577,6316,2843
2025-11-15,1159,1172,1589
2025-11-15,1159,4837,1535
2025-11-15,1159,8878,3480
2025-11-15,1530,196,1372
2025-11-15,1530,7921,3588
2025-11-15,2262,2230,2428
2025-11-15,2262,2891,2079
2025-11-15,2342,7190,3804
2025-11-15,2342,8136,2070
2025-11-15,2503,6246,3620
2025-11-15,2503,6479,3065
2025-11-15,2866,569,1344
2025-11-15,2866,2629,1743
2025-11-15,2866,3734,1401
2025-11-15,3178,3960,1662
2025-11-15,3178,8280,2692
2025-11-15,3371,8946,4415
2025-11-15,3932,3158,1260
2025-11-15,3932,8104,3750
2025-11-15,4250,4579,2236
2025-11-15,4250,7382,3489
2025-11-15,4392,4873,1441
2025-11-15,4392,5015,956
2025-11-15,4392,6060,3338
2025-11-15,4516,3244,931
2025-11-15,4516,5584,2265
2025-11-15,4516,6304,2637
2025-11-15,4637,2432,2705
2025-11-15,4637,2862,685
2025-11-15,4637,7182,1843
2025-11-15,4898,8350,3972
2025-11-15,5237,4216,1773
2025-11-15,5237,4360,1033
2025-11-15,5237,6255,2653
2025-11-15,5392,5292,3854
2025-11-15,5796,7237,2832
2025-11-15,5796,8513,2052
2025-11-15,6950,8056,2994
2025-11-15,6950,8061,3183
2025-11-15,7114,6155,2802
2025-11-15,7114,7795,2509
2025-11-15,7285,7053,3288
2025-11-15,7285,7533,3355
2025-11-15,7747,6212,2417
2025-11-15,7747,8905,2460
2025-11-15,8403,2609,1258
2025-11-15,8403,2725,1574
2025-11-15,8403,8285,3295
2025-11-15,8512,285,1300
2025-11-15,8512,1290,1224
2025-11-15,8512,1449,1610
2025-11-15,8659,4797,1924
2025-11-15,8659,8466,3228
2025-11-15,8984,2469,1622
2025-11-15,8984,3444,967
2025-11-15,8984,4752,1573
2025-11-15,9010,3069,2055
2025-11-15,9010,8396,3828
2025-11-16,855,4880,1874
2025-11-16,855,4926,1799
2025-11-16,947,4558,1495
2025-11-16,947,7580,3020
2025-11-16,1058,7445,3408
2025-11-16,1058,8795,2938
2025-11-16,1178,2204,633
2025-11-16,1178,4293,1107
2025-11-16,1178,8658,3824
2025-11-16,1317,5243,2494
2025-11-16,1317,8119,3323
2025-11-16,1421,3345,1960
2025-11-16,1421,3572,1455
2025-11-16,1421,3621,2029
2025-11-16,1516,4499,2198
2025-11-16,1516,6543,2927
2025-11-16,1875,5142,2185
2025-11-16,1875,7322,2673
2025-11-16,1919,6006,3439
2025-11-16,1919,6903,3052
2025-11-16,2029,581,2158
2025-11-16,2029,1414,2406
2025-11-16,2136,2940,1711
2025-11-16,2136,3210,1223
2025-11-16,2136,3701,1470
2025-11-16,2543,7300,3926
2025-11-16,2749,8784,4220
2025-11-16,2892,5453,4324
2025-11-16,2958,3880,1848
2025-11-16,2958,5304,3450
2025-11-16,2966,2106,1719
2025-11-16,2966,3092,893
2025-11-16,2966,7174,3247
2025-11-16,3152,2225,1464
2025-11-16,3152,2261,780
2025-11-16,3152,8688,2522
2025-11-16,3861,5868,3227
2025-11-16,3861,6306,2686
2025-11-16,5143,6411,3687
2025-11-16,5760,1297,1841
2025-11-16,5760,1884,1051
2025-11-16,5760,2713,1231
2025-11-16,5907,249,805
2025-11-16,5907,4044,738
2025-11-16,5907,6857,2395
2025-11-16,7099,425,2477
2025-11-16,7099,540,1442
2025-11-16,7483,5788,1841
2025-11-16,7483,8138,3045
2025-11-16,7753,124,1324
2025-11-16,7753,6033,2712
2025-11-16,7753,9021,2384
2025-11-16,8467,2473,2031
2025-11-16,8467,8017,4091
2025-11-16,8639,2486,1501
2025-11-16,8639,6552,2944
2025-11-16,8648,4036,2446
2025-11-16,8648,4272,1332
2025-11-16,8648,6712,3354
2025-11-16,8676,1558,1335
2025-11-16,8676,2014,1087
2025-11-16,8676,7427,2256
2025-11-17,27,150,1329
2025-11-17,27,534,1866
2025-11-17,27,770,2271
2025-11-17,381,16,947
2025-11-17,381,1529,1289
2025-11-17,381,8908,2505
2025-11-17,399,4217,1729
2025-11-17,399,4231,1285
2025-11-17,399,4589,2339
2025-11-17,453,54,2092
2025-11-17,453,317,542
2025-11-17,453,5670,3136
2025-11-17,621,1758,1253
2025-11-17,621,2019,897
2025-11-17,621,5946,2456
2025-11-17,771,724,1782
2025-11-17,771,6586,2904
2025-11-17,959,1086,1510
2025-11-17,959,7362,3394
2025-11-17,959,7714,2325
2025-11-17,1180,2933,2090
2025-11-17,1180,3177,547
2025-11-17,1180,4039,1852
2025-11-17,1241,7009,3271
2025-11-17,1241,7261,3220
2025-11-17,1565,802,800
2025-11-17,1565,890,2128
2025-11-17,1565,4954,1034
2025-11-17,1569,5451,3617
2025-11-17,2222,416,959
2025-11-17,2222,4943,1743
2025-11-17,2222,8272,2905
2025-11-17,2706,2465,508
2025-11-17,2706,2517,1996
2025-11-17,2706,4224,1351
2025-11-17,3257,3416,1638
2025-11-17,3257,6425,3442
2025-11-17,3286,2687,1114
2025-11-17,3286,7776,4419
2025-11-17,3316,2283,1945
2025-11-17,3316,2378,898
2025-11-17,3316,2826,1403
2025-11-17,3671,5639,3668
2025-11-17,3671,5694,2513
2025-11-17,4243,844,1572
2025-11-17,4243,4404,1128
2025-11-17,4243,6497,3008
2025-11-17,5163,3559,1616
2025-11-17,5163,5587,2591
2025-11-17,5163,5790,2210
2025-11-17,5478,6765,3848
2025-11-17,5478,6861,3089
2025-11-17,5542,2179,1844
2025-11-17,5542,3821,1661
2025-11-17,5542,8337,3727
2025-11-17,5669,4491,1162
2025-11-17,5669,8788,3496
2025-11-17,5741,2541,1959
2025-11-17,5741,2720,1984
2025-11-17,6037,4559,1528
2025-11-17,6037,7492,2418
2025-11-17,6194,922,1790
2025-11-17,6194,1905,1639
2025-11-17,6194,4998,717
2025-11-17,6488,3340,1735
2025-11-17,6488,6132,2876
2025-11-17,6562,3477,1300
2025-11-17,6562,7978,3539
2025-11-17,6688,3520,542
2025-11-17,6688,8431,3488
2025-11-17,6830,5921,4391
2025-11-17,7444,1206,2113
2025-11-17,7444,1846,2030
2025-11-17,7444,4699,1934
2025-11-17,7902,712,1184
2025-11-17,7902,5108,768
2025-11-17,7902,7241,2435
2025-11-17,8204,4974,2087
2025-11-17,8204,7699,3221
2025-11-17,8711,47,844
2025-11-17,8711,1080,1509
2025-11-17,8711,8710,3070
2025-11-17,9109,329,1683
2025-11-17,9109,1435,1311
2025-11-17,9109,1801,1219
2025-11-18,434,7423,2577
2025-11-18,434,7751,3678
2025-11-18,837,2310,2783
2025-11-18,837,3317,1450
2025-11-18,1826,2721,1924
2025-11-18,1826,4111,1883
2025-11-18,2546,5026,1253
2025-11-18,2546,5154,856
2025-11-18,2546,6241,1982
2025-11-18,2598,889,2315
2025-11-18,2598,2045,1241
2025-11-18,2598,9016,3290
2025-11-18,3470,6278,3199
2025-11-18,3470,7571,2506
2025-11-18,3900,4043,1331
2025-11-18,3900,6333,4779
2025-11-18,3980,2349,1541
2025-11-18,3980,2840,1198
2025-11-18,3980,4654,2139
2025-11-18,4240,630,970
2025-11-18,4240,8243,3065
2025-11-18,4398,7679,2261
2025-11-18,4398,8444,3158
2025-11-18,4719,5216,1448
2025-11-18,4719,8860,3218
2025-11-18,4992,8723,4092
2025-11-18,5037,6408,2177
2025-11-18,5037,7794,2653
2025-11-18,5230,3617,769
2025-11-18,5230,6298,2972
2025-11-18,5230,7068,2916
2025-11-18,5590,2151,1765
2025-11-18,5590,4436,1537
2025-11-18,5590,6433,3557
2025-11-18,6887,8387,4374
2025-11-18,7334,221,1821
2025-11-18,7334,1284,640
2025-11-18,7334,2047,1083
2025-11-18,7903,2908,941
2025-11-18,7903,4239,2057
2025-11-18,7903,5107,2092
2025-11-18,8460,22,1617
2025-11-18,8460,1907,2026
2025-11-18,8460,7546,3153
2025-11-18,8680,4991,1580
2025-11-18,8680,6348,3492
2025-11-19,349,2279,1607
2025-11-19,349,3829,1862
2025-11-19,349,7481,3624
2025-11-19,2015,6808,3812
2025-11-19,2094,2613,904
2025-11-19,2094,2785,1648
2025-11-19,2094,3906,1401
2025-11-19,2796,2574,528
2025-11-19,2796,4615,2016
2025-11-19,2796,5376,1885
2025-11-19,2811,2183,1370
2025-11-19,2811,3523,1889
2025-11-19,2811,4452,2510
2025-11-19,2817,2868,1843
2025-11-19,2817,3919,1557
2025-11-19,2817,8602,2989
2025-11-19,3120,389,2156
2025-11-19,3120,4922,1579
2025-11-19,3120,6376,2793
2025-11-19,3445,3065,1546
2025-11-19,3445,6185,3270
2025-11-19,4342,7512,3414
2025-11-19,4342,8251,3478
2025-11-19,4576,4759,914
2025-11-19,4576,8086,3491
2025-11-19,4585,3057,2003
2025-11-19,4585,3807,1884
2025-11-19,4622,5533,3751
2025-11-19,4628,6904,3297
2025-11-19,4628,7016,3470
2025-11-19,4642,4498,1314
2025-11-19,4642,6501,3313
2025-11-19,5178,3157,1685
2025-11-19,5178,8746,4594
2025-11-19,5295,7136,2074
2025-11-19,5295,8839,3188
2025-11-19,5605,2822,2015
2025-11-19,5605,5978,3254
2025-11-19,5621,36,795
2025-11-19,5621,2147,1724
2025-11-19,5621,7555,2581
2025-11-19,5971,138,975
2025-11-19,5971,1214,2081
2025-11-19,5971,6087,2670
2025-11-19,6440,2468,2199
2025-11-19,6440,2824,885
2025-11-19,6440,4401,2098
2025-11-19,6534,99,1212
2025-11-19,6534,6138,3491
2025-11-19,6598,609,1705
2025-11-19,6598,2189,1431
2025-11-19,6598,7494,3735
2025-11-19,7635,2654,2357
2025-11-19,7635,3270,1463
2025-11-19,7855,1195,2067
2025-11-19,7855,1861,1290
2025-11-19,7855,6705,3142
2025-11-19,8207,8334,3590
2025-11-19,8546,6693,2437
2025-11-19,8546,6780,3937
2025-11-20,180,7506,3857
2025-11-20,200,96,2588
2025-11-20,200,4686,2470
2025-11-20,278,646,919
2025-11-20,278,2064,1956
